Gene	logFC KO/WT	logCPM	pVal.Cmn	adj.pVal.Cmn	pVal.Tgw	adj.pVal.Tgw	Cmn.Disp	Tgw.Disp	UpDown.Cmn	UpDown.Tgw	WT #1 FPKM	WT #2 FPKM	WT #3 FPKM	KO CLONE1 FPKM	KO CLONE2 FPKM	KO CLONE3 FPKM	geneName
ENSG00000086598	-0.334830491	8.187601505	0.105334708	0.276210564	0.061310019	0.186613563	0.030544097	0.030544097	0	0	8382	6895	11067	9511	8716	7095	TMED2
ENSG00000010626	-0.334669189	1.963024924	0.165478166	0.368569682	0.191898166	0.392914362	0.030544097	0.030544097	0	0	124	66	174	109	133	91	LRRC23
ENSG00000131473	-0.334635626	7.295922647	0.106354396	0.278172884	0.052468756	0.168129811	0.030544097	0.030544097	0	0	4581	3010	7291	4379	4570	4607	ACLY
ENSG00000145375	-0.334484074	6.104107979	0.107957919	0.281110815	0.041926756	0.144218184	0.030544097	0.030544097	0	0	2172	1503	2584	1994	2142	1812	SPATA5
ENSG00000089050	-0.33427655	4.741166615	0.112614346	0.288371553	0.056121743	0.176454398	0.030544097	0.030544097	0	0	785	608	1037	815	814	684	RBBP9
ENSG00000112312	-0.333894472	4.641504038	0.114555426	0.291434205	0.102479196	0.262849689	0.030544097	0.030544097	0	0	731	474	1153	804	872	494	GMNN
ENSG00000234241	-0.333590997	4.406617709	0.115953735	0.293763402	0.066264782	0.196284272	0.030544097	0.030544097	0	0	699	424	829	686	546	601	RP4-775C13.1
ENSG00000242282	-0.333500521	0.343798541	0.273160078	0.500829127	0.303985665	0.51850299	0.030544097	0.030544097	0	0	39	20	55	42	31	32	AC108488.4
ENSG00000198964	-0.333441169	5.715856368	0.110027797	0.284843783	0.043270231	0.147718155	0.030544097	0.030544097	0	0	1593	1109	2142	1777	1569	1224	SGMS1
ENSG00000084733	-0.333422378	7.638681609	0.107111958	0.279529778	0.062518896	0.188833681	0.030544097	0.030544097	0	0	5835	4620	7592	6555	6144	4633	RAB10
ENSG00000181450	-0.333413164	5.568286326	0.109833136	0.284517039	0.117806343	0.287516245	0.030544097	0.030544097	0	0	1389	1194	1618	1482	1730	916	ZNF678
ENSG00000185596	-0.33330243	1.750282178	0.169489954	0.374488028	0.187710377	0.38733187	0.030544097	0.030544097	0	0	117	59	132	100	88	98	WASH3P
ENSG00000123213	-0.333173394	6.458684833	0.108600325	0.282312613	0.068920523	0.20174943	0.030544097	0.030544097	0	0	2618	2096	3174	2677	2171	2745	NLN
ENSG00000198604	-0.333057399	6.524260891	0.108528063	0.282176982	0.094013986	0.24811356	0.030544097	0.030544097	0	0	2989	2239	2883	2696	2298	2942	BAZ1A
ENSG00000125835	-0.332910953	5.720599358	0.111474952	0.287076101	0.100564297	0.25941886	0.030544097	0.030544097	0	0	1450	865	2847	1575	1818	1184	SNRPB
ENSG00000168411	-0.332893951	6.271754074	0.109456633	0.284065542	0.061798522	0.187544962	0.030544097	0.030544097	0	0	2262	1612	3298	2263	2655	1784	RFWD3
ENSG00000100266	-0.332868327	5.37929586	0.111761898	0.287393584	0.057800179	0.179561457	0.030544097	0.030544097	0	0	1238	863	1757	1369	1323	927	PACSIN2
ENSG00000063322	-0.332821947	4.56938517	0.114690289	0.291719931	0.075034779	0.213767709	0.030544097	0.030544097	0	0	741	561	816	694	734	623	MED29
ENSG00000236686	-0.332563244	1.275660176	0.191449076	0.40261626	0.227841355	0.437794468	0.030544097	0.030544097	0	0	55	56	108	72	80	53	BZW1P1
ENSG00000120333	-0.332533998	4.421150076	0.116486308	0.294846785	0.069238762	0.202138925	0.030544097	0.030544097	0	0	712	450	786	691	628	537	MRPS14
ENSG00000111906	-0.332455273	5.408278273	0.111840741	0.287438481	0.057595423	0.179321919	0.030544097	0.030544097	0	0	1396	906	1557	1477	1152	1062	HDDC2
ENSG00000230091	-0.332313902	0.131092387	0.24167972	0.464511795	0.326913299	0.542846103	0.030544097	0.030544097	0	0	33	27	33	47	22	21	TMEM254-AS1
ENSG00000141429	-0.332286215	6.824055923	0.109181021	0.283538491	0.04998191	0.162948682	0.030544097	0.030544097	0	0	3404	2477	4489	3130	3478	3180	GALNT1
ENSG00000143971	-0.332118866	5.432561427	0.111653799	0.287378631	0.080124287	0.223374874	0.030544097	0.030544097	0	0	1405	1058	1332	1294	1273	1169	ETAA1
ENSG00000179041	-0.332102878	3.163796116	0.129850947	0.317353185	0.105584645	0.268130261	0.030544097	0.030544097	0	0	291	188	335	268	236	266	RRS1
ENSG00000115233	-0.331524922	7.411525476	0.109447377	0.284065542	0.06850906	0.201013415	0.030544097	0.030544097	0	0	4947	3362	7700	5579	5508	3742	PSMD14
ENSG00000245614	-0.331440763	0.380670082	0.264599323	0.491073647	0.303169082	0.517820357	0.030544097	0.030544097	0	0	35	27	53	42	42	24	DDX11-AS1
ENSG00000100056	-0.331135242	2.838258166	0.139121718	0.331777728	0.122438211	0.29492661	0.030544097	0.030544097	0	0	238	149	260	213	217	185	DGCR14
ENSG00000153879	-0.33094224	7.051626394	0.110356561	0.285189287	0.054584097	0.172935812	0.030544097	0.030544097	0	0	3952	2814	5470	4027	4329	3166	CEBPG
ENSG00000174718	-0.330857679	7.560133651	0.109776214	0.284474497	0.101378803	0.260645941	0.030544097	0.030544097	0	0	5857	4886	5683	5413	5853	5074	KIAA1551
ENSG00000183520	-0.33078144	5.185434731	0.114063288	0.290545978	0.07050669	0.204686501	0.030544097	0.030544097	0	0	1169	858	1207	1098	1136	919	UTP11L
ENSG00000241095	-0.330765435	2.557600554	0.143976266	0.33856354	0.131313539	0.308993734	0.030544097	0.030544097	0	0	182	129	220	178	165	162	CYP51A1P1
ENSG00000128944	-0.33066044	6.065762403	0.11212835	0.287783403	0.09947095	0.257436976	0.030544097	0.030544097	0	0	2088	1426	2619	1964	2550	1314	KNSTRN
ENSG00000087470	-0.330356709	6.869443491	0.111129896	0.286607818	0.050353246	0.163438633	0.030544097	0.030544097	0	0	3587	2562	4509	3775	3435	2951	DNM1L
ENSG00000177383	-0.330056917	5.104881528	0.115275571	0.292784527	0.069542183	0.202766414	0.030544097	0.030544097	0	0	1089	813	1160	958	1049	965	MAGEF1
ENSG00000111371	-0.330044241	9.382517063	0.110044729	0.284843783	0.062896997	0.189486814	0.030544097	0.030544097	0	0	19765	14383	27235	20812	21614	15635	SLC38A1
ENSG00000111700	-0.329936549	1.998977315	0.164351052	0.36713537	0.244800369	0.45718927	0.030544097	0.030544097	0	0	119	84	160	129	151	64	SLCO1B3
ENSG00000177370	-0.329621971	3.760776569	0.12376499	0.308052901	0.11197238	0.278997516	0.030544097	0.030544097	0	0	406	337	454	422	348	399	TIMM22
ENSG00000100813	-0.329619316	6.958732894	0.111743672	0.287393584	0.061607745	0.187168167	0.030544097	0.030544097	0	0	3915	2897	4312	3772	3507	3498	ACIN1
ENSG00000146574	-0.329480431	2.672214848	0.140754513	0.334176002	0.135461696	0.315478432	0.030544097	0.030544097	0	0	185	153	230	184	192	171	CCZ1B
ENSG00000004455	-0.329346237	7.101595776	0.112003296	0.287783403	0.062686778	0.189137425	0.030544097	0.030544097	0	0	4390	2826	5413	4715	4141	3122	AK2
ENSG00000212588	-0.329234125	0.494052131	0.255351212	0.480983351	0.280018129	0.494617713	0.030544097	0.030544097	0	0	44	26	55	45	34	38	SNORA26
ENSG00000070182	-0.329071665	2.352808607	0.153932546	0.352879309	0.26810068	0.482794302	0.030544097	0.030544097	0	0	165	100	202	125	225	89	SPTB
ENSG00000117242	-0.328977399	2.748311506	0.139030543	0.331728582	0.162808145	0.353813441	0.030544097	0.030544097	0	0	200	171	218	227	200	153	PINK1-AS
ENSG00000104267	-0.328945396	3.512848198	0.132912046	0.322422453	0.37712731	0.590754288	0.030544097	0.030544097	0	0	292	183	643	444	453	106	CA2
ENSG00000129071	-0.328922951	4.6807004	0.118484193	0.298264808	0.073707593	0.210874359	0.030544097	0.030544097	0	0	736	601	977	852	784	594	MBD4
ENSG00000125445	-0.32888531	4.894291799	0.118961032	0.299074385	0.069721474	0.203120545	0.030544097	0.030544097	0	0	837	549	1448	993	850	742	MRPS7
ENSG00000235884	-0.328703813	3.277101385	0.12994793	0.317438571	0.139381713	0.321621929	0.030544097	0.030544097	0	0	312	239	298	322	272	244	LINC00941
ENSG00000099940	-0.328576375	4.109972315	0.1227	0.306161563	0.121411963	0.293446683	0.030544097	0.030544097	0	0	576	398	558	427	532	525	SNAP29
ENSG00000065911	-0.328523235	9.153648057	0.111788448	0.287409246	0.119624832	0.290591327	0.030544097	0.030544097	0	0	16058	10460	27982	19507	19323	10988	MTHFD2
ENSG00000178464	-0.328427805	5.4382424	0.115674033	0.293266344	0.082010465	0.22710093	0.030544097	0.030544097	0	0	1237	1090	1517	1539	1065	1167	CTD-2192J16.15
ENSG00000263179	-0.328417716	1.062088981	0.196707879	0.410114615	0.25049645	0.463201672	0.030544097	0.030544097	0	0	64	50	68	59	75	42	HNRNPCP4
ENSG00000255893	-0.32835778	2.563675363	0.145416738	0.340753016	0.144237649	0.328137732	0.030544097	0.030544097	0	0	188	126	220	198	175	137	RP11-685N10.1
ENSG00000272198	-0.32827015	1.811835938	0.173092087	0.380174741	0.191644575	0.392529928	0.030544097	0.030544097	0	0	108	72	138	129	85	87	RP11-309G3.3
ENSG00000179178	-0.327724748	1.624246684	0.19899421	0.413103393	0.392071152	0.603794732	0.030544097	0.030544097	0	0	71	46	181	133	45	87	TMEM125
ENSG00000156515	-0.327586129	5.513464803	0.117062903	0.29577332	0.099493805	0.257448697	0.030544097	0.030544097	0	0	1469	1009	1643	1009	1408	1505	HK1
ENSG00000113368	-0.327251186	6.617541767	0.114964066	0.292204668	0.077925609	0.219255055	0.030544097	0.030544097	0	0	3047	2024	3981	2833	3518	2188	LMNB1
ENSG00000255717	-0.32715048	8.456956544	0.113532532	0.289784833	0.073829282	0.210975134	0.030544097	0.030544097	0	0	9497	6913	16891	12367	9564	8726	SNHG1
ENSG00000092964	-0.32709501	5.15327283	0.118965523	0.299074385	0.061041323	0.186091256	0.030544097	0.030544097	0	0	1045	755	1478	1057	1200	834	DPYSL2
ENSG00000143845	-0.326931123	2.936740325	0.140178543	0.333475941	0.158333136	0.347269929	0.030544097	0.030544097	0	0	248	177	254	187	226	242	ETNK2
ENSG00000109854	-0.326841712	4.938047412	0.119954951	0.301023071	0.057017594	0.178075402	0.030544097	0.030544097	0	0	950	663	1178	999	889	776	HTATIP2
ENSG00000187145	-0.326828568	5.452364042	0.118423856	0.298198339	0.050094061	0.163049131	0.030544097	0.030544097	0	0	1383	834	1873	1466	1214	1129	MRPS21
ENSG00000167315	-0.326820232	3.029451092	0.141110068	0.334567803	0.117159417	0.286425056	0.030544097	0.030544097	0	0	230	161	370	231	226	245	ACAA2
ENSG00000178445	-0.326657388	1.51447213	0.193818192	0.405953231	0.288727147	0.502528846	0.030544097	0.030544097	0	0	67	51	151	98	94	53	GLDC
ENSG00000138346	-0.326648751	5.081547594	0.119698451	0.300647924	0.070548619	0.20476591	0.030544097	0.030544097	0	0	988	717	1417	1107	1113	731	DNA2
ENSG00000147677	-0.326631792	8.012016348	0.114208002	0.290809139	0.062939905	0.189575424	0.030544097	0.030544097	0	0	7720	6007	9497	8428	7245	6788	EIF3H
ENSG00000138778	-0.326553423	7.861831119	0.114276457	0.290930712	0.163747359	0.354769108	0.030544097	0.030544097	0	0	7433	5927	6860	6427	8935	4879	CENPE
ENSG00000166510	-0.326547804	4.208130898	0.123794531	0.308071846	0.126750333	0.301787925	0.030544097	0.030544097	0	0	562	457	611	454	635	504	CCDC68
ENSG00000141519	-0.326369795	1.234946697	0.211129639	0.428295909	0.283393177	0.498136556	0.030544097	0.030544097	0	0	90	40	81	53	72	73	CCDC40
ENSG00000172379	-0.326263149	1.857993618	0.185509076	0.395212542	0.303171808	0.517820357	0.030544097	0.030544097	0	0	101	60	181	64	125	118	ARNT2
ENSG00000196890	-0.325985219	4.756234003	0.125842071	0.311237574	0.414629464	0.623898319	0.030544097	0.030544097	0	0	510	313	2025	967	1072	337	HIST3H2BB
ENSG00000074047	-0.325921243	0.780694433	0.236011055	0.457750008	0.28639069	0.500821802	0.030544097	0.030544097	0	0	42	40	70	38	52	53	GLI2
ENSG00000170786	-0.325895502	0.565566515	0.294190832	0.524473992	0.419237295	0.627400052	0.030544097	0.030544097	0	0	47	22	65	22	43	57	SDR16C5
ENSG00000215114	-0.325887451	5.857313155	0.117430464	0.296436888	0.068242753	0.20044519	0.030544097	0.030544097	0	0	1751	1440	1923	1853	1686	1501	UBXN2B
ENSG00000051620	-0.325790264	5.296289332	0.119758326	0.300690789	0.051732796	0.16630259	0.030544097	0.030544097	0	0	1272	824	1486	1231	1155	1027	HEBP2
ENSG00000073578	-0.325770702	5.847907598	0.118426006	0.298198339	0.047188676	0.15667845	0.030544097	0.030544097	0	0	1874	1088	2406	1650	1803	1541	SDHA
ENSG00000127922	-0.325115451	5.481217367	0.12105611	0.303136583	0.093503603	0.247045067	0.030544097	0.030544097	0	0	1297	703	2360	1456	1335	1099	SHFM1
ENSG00000078668	-0.32507786	6.535975353	0.117487741	0.29652673	0.04951903	0.161890465	0.030544097	0.030544097	0	0	2882	1947	3682	2905	2793	2374	VDAC3
ENSG00000233223	-0.325007651	0.67798189	0.23719239	0.459280316	0.258719078	0.473275418	0.030544097	0.030544097	0	0	48	30	65	48	49	37	AC113189.5
ENSG00000167645	-0.324639643	3.430492355	0.136606733	0.327986906	0.109226712	0.274395001	0.030544097	0.030544097	0	0	347	195	465	357	324	255	YIF1B
ENSG00000137288	-0.324543897	4.143616385	0.128160083	0.314643978	0.132406525	0.31036991	0.030544097	0.030544097	0	0	509	357	778	632	579	334	UQCC2
ENSG00000176894	-0.324483562	0.637995737	0.258728512	0.484163865	0.303111011	0.517820357	0.030544097	0.030544097	0	0	38	31	71	40	54	36	PXMP2
ENSG00000102225	-0.324428777	5.248885035	0.121043321	0.303136583	0.068566141	0.201131166	0.030544097	0.030544097	0	0	1228	879	1278	1154	1106	1039	CDK16
ENSG00000110013	-0.324419504	4.949398806	0.122568274	0.305941561	0.067951485	0.199828859	0.030544097	0.030544097	0	0	960	691	1136	871	1002	805	SIAE
ENSG00000238165	-0.324382152	0.312720024	0.266216839	0.492664227	0.295588734	0.509313202	0.030544097	0.030544097	0	0	40	27	40	46	32	25	AC007560.1
ENSG00000068831	-0.324357918	1.123152223	0.213120468	0.430648514	0.282106357	0.497056327	0.030544097	0.030544097	0	0	66	41	90	51	86	47	RASGRP2
ENSG00000122140	-0.324325195	4.546151215	0.124309441	0.308786427	0.081268477	0.225669019	0.030544097	0.030544097	0	0	728	551	799	732	652	642	MRPS2
ENSG00000253320	-0.324214626	0.931845494	0.220004689	0.439291072	0.277543524	0.492787086	0.030544097	0.030544097	0	0	62	37	71	78	48	36	KB-1507C5.2
ENSG00000125319	-0.324120963	2.385373959	0.158620018	0.359301344	0.168295586	0.361695028	0.030544097	0.030544097	0	0	150	105	226	153	178	119	C17orf53
ENSG00000213465	-0.324043218	1.84723298	0.176034613	0.383519578	0.208575132	0.412801275	0.030544097	0.030544097	0	0	134	63	129	98	109	100	ARL2
ENSG00000241634	-0.324003457	1.504657234	0.176232126	0.383830837	0.308127524	0.523217147	0.030544097	0.030544097	0	0	82	74	90	96	107	40	RP11-381E24.1
ENSG00000104369	-0.323946677	3.83544613	0.131601376	0.320286628	0.132862024	0.311126141	0.030544097	0.030544097	0	0	461	278	578	547	411	290	JPH1
ENSG00000181817	-0.323846372	1.599882787	0.193110582	0.404899424	0.210696922	0.415770524	0.030544097	0.030544097	0	0	75	63	140	88	82	88	LSM10
ENSG00000198888	-0.323759895	7.983186839	0.117256206	0.296101957	0.221495847	0.430191297	0.030544097	0.030544097	0	0	7286	7499	6436	8093	5256	8568	MT-ND1
ENSG00000168056	-0.323691262	4.92543565	0.123615322	0.307953192	0.087627031	0.237128037	0.030544097	0.030544097	0	0	1010	669	1046	796	879	947	LTBP3
ENSG00000198258	-0.32333196	4.879563699	0.126914303	0.312685643	0.176373462	0.371802881	0.030544097	0.030544097	0	0	786	413	1743	925	966	674	UBL5
ENSG00000187534	-0.322834759	1.927391397	0.167806837	0.37194454	0.171212981	0.36525436	0.030544097	0.030544097	0	0	113	84	144	116	118	92	CTC-471F3.4
ENSG00000006453	-0.322831825	5.902134411	0.121140658	0.303240192	0.063903335	0.191369443	0.030544097	0.030544097	0	0	2020	1306	2037	1824	1620	1745	BAIAP2L1
ENSG00000250539	-0.322682267	3.23817998	0.1424935	0.336145876	0.122121663	0.294366013	0.030544097	0.030544097	0	0	296	171	415	329	246	244	KRT8P33
ENSG00000132507	-0.322259465	7.045877005	0.120437696	0.301879309	0.15792733	0.346867364	0.030544097	0.030544097	0	0	3523	2000	7590	4674	4087	2815	EIF5A
ENSG00000169020	-0.322098747	5.250591098	0.127238689	0.313091351	0.348735927	0.563049104	0.030544097	0.030544097	0	0	702	429	2902	1464	1038	837	ATP5I
ENSG00000122705	-0.321857977	5.505104524	0.123734964	0.308032744	0.058217466	0.180220133	0.030544097	0.030544097	0	0	1538	890	1741	1368	1445	1138	CLTA
ENSG00000235454	-0.321654631	0.534709059	0.232464663	0.454274843	0.28552725	0.500135512	0.030544097	0.030544097	0	0	48	32	45	53	34	34	RP11-678B3.2
ENSG00000123094	-0.321626182	4.445054591	0.127838911	0.313965213	0.105988164	0.268855493	0.030544097	0.030544097	0	0	634	547	739	584	712	589	RASSF8
ENSG00000126522	-0.321521962	3.5855684	0.138223154	0.330681005	0.100530595	0.259414732	0.030544097	0.030544097	0	0	394	227	488	390	361	292	ASL
ENSG00000160050	-0.321485939	0.183684141	0.298949752	0.528789488	0.380014831	0.592897418	0.030544097	0.030544097	0	0	40	19	40	20	44	29	CCDC28B
ENSG00000104976	-0.321322942	2.704324579	0.155248271	0.355084289	0.138331419	0.319881445	0.030544097	0.030544097	0	0	205	125	270	189	202	171	SNAPC2
ENSG00000104872	-0.321267651	5.13782072	0.126102701	0.311456872	0.069899668	0.203428741	0.030544097	0.030544097	0	0	1059	679	1554	1133	1142	797	PIH1D1
ENSG00000116521	-0.321252834	3.477295803	0.139692866	0.332554718	0.119150642	0.289740042	0.030544097	0.030544097	0	0	366	229	416	282	342	335	SCAMP3
ENSG00000137168	-0.321201899	5.008549692	0.126735781	0.312402922	0.060584364	0.185140123	0.030544097	0.030544097	0	0	1012	626	1349	984	1016	801	PPIL1
ENSG00000198791	-0.32119511	7.45900434	0.12070873	0.302428436	0.065535913	0.194791333	0.030544097	0.030544097	0	0	5348	4054	6396	5711	5155	4480	CNOT7
ENSG00000149474	-0.321157102	3.444333465	0.138500455	0.331175215	0.113232387	0.281090047	0.030544097	0.030544097	0	0	285	260	437	358	281	304	CSRP2BP
ENSG00000272645	-0.321014004	1.140807848	0.197451432	0.411176656	0.259177055	0.473753421	0.030544097	0.030544097	0	0	65	57	68	80	54	53	RP11-504P24.8
ENSG00000138658	-0.321005087	6.136807216	0.122565296	0.305941561	0.09250171	0.245365498	0.030544097	0.030544097	0	0	2115	1627	2577	2467	2280	1420	C4orf21
ENSG00000004897	-0.320904838	8.444155363	0.120446578	0.301879309	0.088283877	0.237557855	0.030544097	0.030544097	0	0	10350	8551	11933	10654	11104	8604	CDC27
ENSG00000127419	-0.320849911	1.638364464	0.187909215	0.397912068	0.255384785	0.468781338	0.030544097	0.030544097	0	0	119	53	109	100	103	64	TMEM175
ENSG00000144554	-0.320744857	6.146887314	0.123489796	0.307698853	0.08894354	0.238866202	0.030544097	0.030544097	0	0	2053	1323	3331	2266	2456	1474	FANCD2
ENSG00000170037	-0.320710094	4.694938006	0.128424466	0.314907819	0.098118156	0.255110839	0.030544097	0.030544097	0	0	847	550	947	688	921	638	CNTROB
ENSG00000106355	-0.320595752	5.970783179	0.124098839	0.308509083	0.077763612	0.218987628	0.030544097	0.030544097	0	0	1814	1169	2955	2118	2021	1349	LSM5
ENSG00000236792	-0.320531795	2.32292224	0.167259611	0.37120211	0.205105459	0.40858529	0.030544097	0.030544097	0	0	125	93	254	174	122	136	RP11-142L4.2
ENSG00000112419	-0.320170438	5.791889591	0.124367426	0.308786427	0.069238826	0.202138925	0.030544097	0.030544097	0	0	1652	1327	1953	1694	1413	1700	PHACTR2
ENSG00000185627	-0.320046764	5.72043112	0.125748741	0.311182003	0.057772737	0.179555623	0.030544097	0.030544097	0	0	1590	922	2512	1572	1595	1418	PSMD13
ENSG00000118680	-0.320029499	7.979606145	0.121758909	0.304408106	0.071907342	0.207265156	0.030544097	0.030544097	0	0	7455	5497	10109	8115	8122	5821	MYL12B
ENSG00000264350	-0.320026744	3.62919595	0.143018173	0.337213711	0.180574921	0.377094766	0.030544097	0.030544097	0	0	362	186	655	391	423	264	SNRPGP2
ENSG00000125817	-0.319994052	4.00275638	0.134440253	0.324490942	0.092137712	0.244910232	0.030544097	0.030544097	0	0	476	343	645	509	508	378	CENPB
ENSG00000203326	-0.31992057	4.632159883	0.129364597	0.316660368	0.130841289	0.308450819	0.030544097	0.030544097	0	0	717	555	980	1009	524	638	ZNF525
ENSG00000139675	-0.31985505	3.070286175	0.147070203	0.343481664	0.136249569	0.316630925	0.030544097	0.030544097	0	0	271	164	335	213	284	227	HNRNPA1L2
ENSG00000159885	-0.319687125	1.584574938	0.18173628	0.39073022	0.373859731	0.587732934	0.030544097	0.030544097	0	0	78	73	115	77	144	36	ZNF222
ENSG00000108395	-0.3192915	6.618523541	0.12395101	0.308242837	0.058876508	0.181420746	0.030544097	0.030544097	0	0	3103	2130	3669	2939	3013	2601	TRIM37
ENSG00000074582	-0.319172334	3.930700336	0.1363483	0.327590374	0.108090842	0.272602366	0.030544097	0.030544097	0	0	440	327	629	536	354	436	BCS1L
ENSG00000117174	-0.319157224	5.382972365	0.126763384	0.312416143	0.071155498	0.205804497	0.030544097	0.030544097	0	0	1307	967	1446	1322	1104	1202	ZNHIT6
ENSG00000164818	-0.319156001	4.60748461	0.131106554	0.319366199	0.087951657	0.237353383	0.030544097	0.030544097	0	0	821	494	903	758	606	750	HEATR2
ENSG00000141873	-0.31884785	2.307195225	0.167756916	0.37194454	0.233154405	0.443334201	0.030544097	0.030544097	0	0	191	82	179	175	152	102	SLC39A3
ENSG00000103274	-0.31865418	3.310346044	0.144594173	0.339448354	0.177783738	0.373430913	0.030544097	0.030544097	0	0	386	183	327	274	345	240	NUBP1
ENSG00000137574	-0.318625929	6.119511362	0.125373556	0.310461435	0.063766595	0.191082153	0.030544097	0.030544097	0	0	2110	1657	2413	2263	1963	1837	TGS1
ENSG00000031823	-0.318566072	4.275021524	0.133676145	0.323271214	0.078296948	0.219869483	0.030544097	0.030544097	0	0	581	433	734	572	541	565	RANBP3
ENSG00000224831	-0.318516681	3.526647801	0.142145779	0.336002675	0.107995755	0.272477935	0.030544097	0.030544097	0	0	336	249	465	333	298	364	RP11-651P23.4
ENSG00000145331	-0.318320032	4.250617977	0.133676056	0.323271214	0.127553574	0.303039508	0.030544097	0.030544097	0	0	569	419	738	761	502	407	TRMT10A
ENSG00000227540	-0.318300881	1.915630494	0.176134147	0.383676926	0.224585059	0.433827158	0.030544097	0.030544097	0	0	119	80	139	138	117	71	RP11-152N13.5
ENSG00000171861	-0.318272284	3.72363846	0.139332854	0.332013796	0.10347971	0.264402139	0.030544097	0.030544097	0	0	429	276	492	445	340	363	RNMTL1
ENSG00000004487	-0.318040255	7.237773419	0.124748667	0.309431229	0.057982523	0.17988924	0.030544097	0.030544097	0	0	4710	3076	6103	4840	4018	4292	KDM1A
ENSG00000128534	-0.31792114	5.775507821	0.127526519	0.313526872	0.073248261	0.209869787	0.030544097	0.030544097	0	0	1687	1103	2268	1695	1901	1191	NAA38
ENSG00000242600	-0.317907941	0.561992587	0.223425651	0.443706526	0.30426981	0.518684271	0.030544097	0.030544097	0	0	43	36	48	56	44	24	MBL1P
ENSG00000103196	-0.317899013	1.248410001	0.214910766	0.432858694	0.274020379	0.488569398	0.030544097	0.030544097	0	0	75	45	94	62	91	49	CRISPLD2
ENSG00000175895	-0.317866979	4.819340142	0.131621206	0.320286628	0.069238925	0.202138925	0.030544097	0.030544097	0	0	833	571	1211	872	909	680	PLEKHF2
ENSG00000170759	-0.317807219	9.005253976	0.123897645	0.308242837	0.083991142	0.230595974	0.030544097	0.030544097	0	0	15562	12078	18221	15863	16541	12470	KIF5B
ENSG00000156253	-0.317293617	4.674576697	0.13276028	0.3222769	0.076682244	0.216865886	0.030544097	0.030544097	0	0	767	533	1043	892	743	598	RWDD2B
ENSG00000136518	-0.317175862	5.88793932	0.128410503	0.314907819	0.082624767	0.228037864	0.030544097	0.030544097	0	0	1779	1082	2733	1946	1966	1273	ACTL6A
ENSG00000183444	-0.317050272	1.749533896	0.182855187	0.39174338	0.198395053	0.400151286	0.030544097	0.030544097	0	0	89	79	132	111	84	93	OR7E38P
ENSG00000106263	-0.316967375	7.730274752	0.125635892	0.311056224	0.065947454	0.195573113	0.030544097	0.030544097	0	0	6978	3973	8802	6853	5729	5937	EIF3B
ENSG00000095794	-0.316949286	3.92880681	0.138936324	0.331728582	0.115184855	0.283733116	0.030544097	0.030544097	0	0	461	320	610	480	518	330	CREM
ENSG00000149923	-0.316937571	4.91150186	0.132525264	0.321873256	0.080462833	0.224096327	0.030544097	0.030544097	0	0	921	578	1305	867	1029	725	PPP4C
ENSG00000198939	-0.316936605	0.448498878	0.26304241	0.489077395	0.302727422	0.517487811	0.030544097	0.030544097	0	0	46	28	44	35	36	42	ZFP2
ENSG00000152292	-0.316753703	0.044434948	0.314187466	0.543475805	0.353540029	0.568252898	0.030544097	0.030544097	0	0	29	19	42	36	31	18	SH2D6
ENSG00000035687	-0.316752231	5.90717305	0.128414063	0.314907819	0.052127562	0.16722722	0.030544097	0.030544097	0	0	1808	1312	2332	1886	1588	1749	ADSS
ENSG00000109270	-0.316213398	4.961224054	0.131912917	0.320856004	0.078138971	0.219703287	0.030544097	0.030544097	0	0	895	730	1171	1059	917	747	LAMTOR3
ENSG00000214026	-0.316060877	3.49256336	0.151184291	0.349372746	0.178418944	0.374138402	0.030544097	0.030544097	0	0	437	159	465	349	315	313	MRPL23
ENSG00000173451	-0.315887376	2.763572517	0.155176253	0.354977365	0.138020087	0.319477044	0.030544097	0.030544097	0	0	203	150	258	216	180	191	THAP2
ENSG00000079819	-0.315664656	6.40779423	0.128292588	0.31482421	0.100954098	0.260049819	0.030544097	0.030544097	0	0	2672	2072	2708	2589	2772	2053	EPB41L2
ENSG00000172432	-0.315637618	6.255255336	0.128783221	0.315567188	0.156129721	0.344210659	0.030544097	0.030544097	0	0	2106	1742	3095	2777	2650	1302	GTPBP2
ENSG00000234160	-0.315397784	1.280553476	0.212973977	0.430545175	0.229266835	0.439331674	0.030544097	0.030544097	0	0	78	48	91	65	71	70	RP11-613M10.6
ENSG00000108424	-0.315065086	8.778716832	0.127276215	0.313091351	0.065527512	0.194791333	0.030544097	0.030544097	0	0	13335	9477	17180	13643	13447	11272	KPNB1
ENSG00000069509	-0.31492494	3.751534818	0.143126987	0.337257846	0.104821192	0.26700419	0.030544097	0.030544097	0	0	420	286	515	426	424	323	FUNDC1
ENSG00000051341	-0.314795782	6.153276294	0.130101674	0.317592352	0.093041373	0.246321494	0.030544097	0.030544097	0	0	2106	1565	2797	2326	2470	1446	POLQ
ENSG00000188910	-0.31433659	3.405214081	0.15143538	0.349687555	0.148960015	0.334333007	0.030544097	0.030544097	0	0	313	202	471	375	229	317	GJB3
ENSG00000169895	-0.314242255	6.106780284	0.131049956	0.319283693	0.054575305	0.172935812	0.030544097	0.030544097	0	0	2157	1431	2711	2106	2195	1717	SYAP1
