ENSG_ids	PUM1 KD average	PUM2 KD average	PUM1 OE average	PUM2 OE average	NORAD 48h siRNA average	NORAD 24h OE average
ENSG00000265314						
ENSG00000263735						
ENSG00000265867						
ENSG00000263463		0,504078712				
ENSG00000266324						
ENSG00000264712						
ENSG00000264201						
ENSG00000266582						
ENSG00000264297						
ENSG00000265444						
ENSG00000266354						
ENSG00000265247						
ENSG00000263712						
ENSG00000265020_ENSG00000265726						
ENSG00000264792						
ENSG00000265822						
ENSG00000264066						
ENSG00000263642						
ENSG00000265673						
ENSG00000263583						
ENSG00000264922						
ENSG00000266327						
ENSG00000214288_ENSG00000263554						
ENSG00000132475_ENSG00000263565						
ENSG00000266594						
ENSG00000265874						
ENSG00000266750						
ENSG00000266719						
ENSG00000265861						
ENSG00000263575						
ENSG00000266255						
ENSG00000264571						
ENSG00000271898						
ENSG00000266041						
ENSG00000265098						
ENSG00000266392_ENSG00000265426						
ENSG00000266012						
ENSG00000265061						
ENSG00000263445						
ENSG00000265291						
ENSG00000265181						
ENSG00000263581						
ENSG00000264105						
ENSG00000263978						
ENSG00000266808						
ENSG00000263361						
ENSG00000266738						
ENSG00000266174						
ENSG00000264037						
ENSG00000263389						
ENSG00000266583						
ENSG00000265954						
ENSG00000263462						
ENSG00000264208						
ENSG00000265331						
ENSG00000263641						
ENSG00000265660_ENSG00000264143		0,504078712				
ENSG00000265357						
ENSG00000263526						
ENSG00000265370						
ENSG00000266852		-0,003961461				
ENSG00000221502						
ENSG00000265691						
ENSG00000266415						
ENSG00000265092						
ENSG00000266417						
ENSG00000264032						
ENSG00000264210						
ENSG00000264744						
ENSG00000265180						
ENSG00000207955						
ENSG00000265328						
ENSG00000263409						
ENSG00000264470						
ENSG00000265699						
ENSG00000265329						
ENSG00000264732						
ENSG00000265201						
ENSG00000264136						
ENSG00000231767	-0,049914288	-0,370121154	-0,669784946	0,061884598	0,317468325	0,022240941
ENSG00000264652						
ENSG00000265226						
ENSG00000266038						
ENSG00000266421						
ENSG00000263407						
ENSG00000264158						
ENSG00000266619						
ENSG00000263453						
ENSG00000212024						
ENSG00000265694						
ENSG00000207778						
ENSG00000264961						
ENSG00000264292						
ENSG00000266140						
ENSG00000265986						
ENSG00000263948						
ENSG00000264371						
ENSG00000266276						
ENSG00000264471_ENSG00000161036						
ENSG00000264102						
ENSG00000266593						
ENSG00000266437_ENSG00000167671		0,326190364				
ENSG00000266038						
ENSG00000265284						
ENSG00000265734						
ENSG00000264211						
ENSG00000264099						
ENSG00000265575_ENSG00000173272		-0,269765236				
ENSG00000264737						
ENSG00000264377						
ENSG00000264233						
ENSG00000265372						
ENSG00000264419						
ENSG00000264066						
ENSG00000266144						
ENSG00000263077_ENSG00000265387_ENSG00000265695_ENSG00000108654	0,393457786	-0,140103488	-0,091134542	-0,03404337	-0,263894054	0,016888609
ENSG00000244045_ENSG00000264302_ENSG00000267721_ENSG00000263411						
ENSG00000263533						
ENSG00000265744						
ENSG00000265422						
ENSG00000264684						
ENSG00000264974						
ENSG00000264109		-0,19312084				
ENSG00000266109						
ENSG00000265719						
ENSG00000265510						
ENSG00000264468						
ENSG00000265902						
ENSG00000266737_ENSG00000110717		0,843214764				
ENSG00000263643						
ENSG00000266305						
ENSG00000265483						
ENSG00000263077_ENSG00000265492_ENSG00000266241_ENSG00000108654	-0,065834997	-0,046501017	0,090846996	0,026947215	-0,088698567	-0,273371553
ENSG00000266150						
ENSG00000265064						
ENSG00000263926						
ENSG00000265087						
ENSG00000266887						
ENSG00000263791						
ENSG00000264279		-0,469580296				
ENSG00000264684						
ENSG00000263849						
ENSG00000264101						
ENSG00000266611						
ENSG00000265879						
ENSG00000264309						
ENSG00000266270						
ENSG00000265144						
ENSG00000263979						
ENSG00000266245						
ENSG00000264975						
ENSG00000264480						
ENSG00000266564						
ENSG00000264616						
ENSG00000264319						
ENSG00000264585						
ENSG00000251862						
ENSG00000263676						
ENSG00000265617						
ENSG00000264941						
ENSG00000265003						
ENSG00000265028						
ENSG00000265976						
ENSG00000265829						
ENSG00000265599						
ENSG00000225206						
ENSG00000263510						
ENSG00000266807						
ENSG00000265368						
ENSG00000264200						
ENSG00000266188						
ENSG00000265767_ENSG00000011304						
ENSG00000266515						
ENSG00000264525						
ENSG00000242802_ENSG00000264474						
ENSG00000264468						
ENSG00000264268						
ENSG00000266618						
ENSG00000264010						
ENSG00000266006						
ENSG00000264658						
ENSG00000266354						
ENSG00000266078						
ENSG00000266517						
ENSG00000265301						
ENSG00000265253						
ENSG00000264219		-0,034716335				
ENSG00000264906						
ENSG00000263834						
ENSG00000266507						
ENSG00000266110						
ENSG00000264610						
ENSG00000264408						
ENSG00000265433						
ENSG00000263838						
ENSG00000266868		-0,801624838				
ENSG00000265653						
ENSG00000264341						
ENSG00000266531						
ENSG00000265584						
ENSG00000264926						
ENSG00000264810						
ENSG00000265503						
ENSG00000266461						
ENSG00000263831						
ENSG00000253773						
ENSG00000025434	0,007657475	0,058707379	-0,144380259	-0,07395961	-0,142804858	-0,092866492
ENSG00000258766						
ENSG00000263628						
ENSG00000138495	0,003594699	0,133540543	-0,03964902	0,033681734	-0,076122018	-0,146656374
ENSG00000225868		0,219838958				
ENSG00000228705						
ENSG00000260924_ENSG00000268587		-0,176377351				
ENSG00000268592_ENSG00000223701						
ENSG00000204152_ENSG00000138297_ENSG00000265354	-0,027021315	-0,05817069	0,007702084	0,10584587	0,002664053	0,184534668
ENSG00000259282						
ENSG00000241111		-0,665519941				
ENSG00000248092	-0,077710383	0,098678763	-0,028183243	0,061467323	-0,09060041	-0,026256569
ENSG00000245857		0,202848369				
ENSG00000182329						
ENSG00000246627						
ENSG00000272523		0,164134751				
ENSG00000226250						
ENSG00000224429						
ENSG00000271649						
ENSG00000267719_ENSG00000214105						
ENSG00000243040						
ENSG00000233117	-0,161210889	-0,206489824	-0,307060962	0,140365386	-0,363353976	0,032326318
ENSG00000257550						
ENSG00000178404	0,152813229	0,302116096	0,101184183	-0,017641347	0,365067481	0,177324106
ENSG00000140497	-0,004725189	0,070240282	-0,045279938	-0,134387377	0,261675901	0,155171803
ENSG00000263290_ENSG00000116521	0,143075263	-0,136272687	-0,039976787	-0,264652269	0,069751863	0,115120891
ENSG00000137496	-0,038405731	0,075098884	0,233459577	-0,094823927	0,014048142	0,125310529
ENSG00000156253	-0,031627819	0,04272853	0,01721337	0,101003183	-0,009239722	-0,070001135
ENSG00000113100						
ENSG00000205277	0,208129712	-0,429032363	-0,016404853	0,153274816	0,106209944	-0,245795917
ENSG00000254986	0,091263628	0,116099573	-0,020813187	-0,070781222	-0,003011188	0,056691769
ENSG00000169371	-0,001596588	-0,07104031	0,02289574	-0,024037573	0,033878301	0,051367722
ENSG00000086758_ENSG00000268980	0,019387493	0,009399052	-0,039965165	-0,088501673	-0,042124183	-0,022216741
ENSG00000253438		0,531529775				
ENSG00000258777		0,390398478				
ENSG00000251075						
ENSG00000060656	0,078253823	0,485408079	0,301806494	0,142939196	0,180945767	0,207705816
ENSG00000064201						
ENSG00000230658	0,22863863	0,25177181	-0,408520052	-0,121020886	-0,347641736	0,039753691
ENSG00000184281	0,148539252	-0,356153529	-0,04743732	-0,143621608	0,359542578	0,564618343
ENSG00000054793	0,103774096	0,257799075	0,141634321	0,016501557	0,001387429	-0,088240559
ENSG00000040731	-0,039735223	0,519785351	0,108221146	-0,021535291	-0,173405295	-0,074736036
ENSG00000090470	0,092351959	-0,118239607	-0,096456539	-0,026086916	0,018270654	0,045144439
ENSG00000183098	-0,022198555	0,140829663	-0,050759154	0,015953669	-0,028687831	-0,033293759
ENSG00000203645						
ENSG00000006611	-0,1048212	0,468334458	0,467555606	0,32337011	0,257327969	-0,30369074
ENSG00000102103_ENSG00000268142	0,039128816	-0,18574378	-0,056335545	-0,124676821	0,023268116	0,09888485
ENSG00000266478						
ENSG00000263816						
ENSG00000264796						
ENSG00000263909						
ENSG00000264387						
ENSG00000266148						
ENSG00000263705						
ENSG00000266570						
ENSG00000266756						
ENSG00000263354						
ENSG00000266072						
ENSG00000265345						
ENSG00000264857						
ENSG00000265331						
ENSG00000221390						
ENSG00000263675						
ENSG00000264580						
ENSG00000263795						
ENSG00000264984						
ENSG00000266721						
ENSG00000266668						
ENSG00000266203						
ENSG00000265135						
ENSG00000263540						
ENSG00000266383						
ENSG00000266307						
ENSG00000266240						
ENSG00000263987						
ENSG00000266148						
ENSG00000263981						
ENSG00000266124						
ENSG00000265160						
ENSG00000264314						
ENSG00000266099						
ENSG00000265598						
ENSG00000263572						
ENSG00000264539		0,788536445				
ENSG00000264330						
ENSG00000264986						
ENSG00000265859						
ENSG00000266542						
ENSG00000264477						
ENSG00000264090						
ENSG00000265527						
ENSG00000265390						
ENSG00000264802						
ENSG00000264653						
ENSG00000263363						
ENSG00000264614						
ENSG00000265521						
ENSG00000265588						
ENSG00000263456						
ENSG00000266502						
ENSG00000264966						
ENSG00000263652						
ENSG00000265993						
ENSG00000264621						
ENSG00000264999						
ENSG00000263372						
ENSG00000263783						
ENSG00000263800						
ENSG00000264483						
ENSG00000264056						
ENSG00000266431						
ENSG00000264084						
ENSG00000265470						
ENSG00000266146						
ENSG00000265924						
ENSG00000263750						
ENSG00000264406						
ENSG00000264536						
ENSG00000263511						
ENSG00000266097						
ENSG00000263629						
ENSG00000263381						
ENSG00000263548						
ENSG00000266502						
ENSG00000263741						
ENSG00000266204						
ENSG00000164176	-0,031508645	0,465540116	0,136405476	0,185897497	-0,133513946	-0,243334356
ENSG00000248730						
ENSG00000228853						
ENSG00000229956		-0,075579713				
ENSG00000253974	0,126762665	0,636803573	0,165558698	0,614762095	0,128168189	0,108241533
ENSG00000249917		-0,229333628				
ENSG00000132297						
ENSG00000227617		-0,278650379				
ENSG00000250958						
ENSG00000229356		0,240250202				
ENSG00000224101						
ENSG00000237714						
ENSG00000248587		-0,469580296				
ENSG00000224122						
ENSG00000225759						
ENSG00000231654						
ENSG00000260992		-0,641844356				
ENSG00000260738						
ENSG00000247381						
ENSG00000261517						
ENSG00000261097						
ENSG00000260910	0,223233593	0,930768902	-0,210176676	-0,4930567	-0,359798278	-0,365180964
ENSG00000224405						
ENSG00000246022						
ENSG00000230292						
ENSG00000256193						
ENSG00000223692		0,519454084				
ENSG00000231473						
ENSG00000226510		0,301134301				
ENSG00000113163	-0,14455504	0,223643694	0,056052457	0,150398632	-0,053463627	-0,071319131
ENSG00000233067						
ENSG00000230806_ENSG00000266833						
ENSG00000207116						
ENSG00000207113						
ENSG00000207449						
ENSG00000199248						
ENSG00000252675		0,674598773				
ENSG00000202237						
ENSG00000223280						
ENSG00000200267						
ENSG00000222791						
ENSG00000252055						
ENSG00000207203						
ENSG00000206787						
ENSG00000199767						
ENSG00000199381						
ENSG00000202478						
ENSG00000207298						
ENSG00000224563						
ENSG00000230020						
ENSG00000237341_ENSG00000268382						
ENSG00000234230						
ENSG00000257551						
ENSG00000231651						
ENSG00000232878						
ENSG00000235777						
ENSG00000225602						
ENSG00000250930						
ENSG00000224855						
ENSG00000224204						
ENSG00000239718						
ENSG00000230489						
ENSG00000250095						
ENSG00000231871		0,273914706				
ENSG00000234617	-0,181210151	-0,389910713	0,565603081	0,439058385	0,111955575	-0,097806008
ENSG00000248494		0,344307253				
ENSG00000231535						
ENSG00000229111						
ENSG00000235984						
ENSG00000236520						
ENSG00000224965		0,219838958				
ENSG00000227588						
ENSG00000235904		0,164897013				
ENSG00000255660						
ENSG00000223882						
ENSG00000240175						
ENSG00000234601						
ENSG00000255082						
ENSG00000229154						
ENSG00000230749						
ENSG00000248668		0,548505924				
ENSG00000254552		-0,07257181				
ENSG00000255043						
ENSG00000241359						
ENSG00000235397						
ENSG00000226978						
ENSG00000230115						
ENSG00000237485		0,269866157				
ENSG00000243849						
ENSG00000231636						
ENSG00000230082		0,528242477				
ENSG00000241648						
ENSG00000240549						
ENSG00000228598						
ENSG00000230613		0,05674538				
ENSG00000251372						
ENSG00000237883						
ENSG00000253733						
ENSG00000253394						
ENSG00000255679						
ENSG00000228126						
ENSG00000224177						
ENSG00000228787						
ENSG00000236088	0,173896669	0,116028611	0,295008717	0,49356479	-0,069865906	0,016584571
ENSG00000224329						
ENSG00000227659						
ENSG00000228842						
ENSG00000230641						
ENSG00000237152		1,693476408				
ENSG00000234445						
ENSG00000224517						
ENSG00000240596						
ENSG00000242370						
ENSG00000225263						
ENSG00000233840						
ENSG00000232287						
ENSG00000240541						
ENSG00000238141						
ENSG00000226482						
ENSG00000229918						
ENSG00000227646						
ENSG00000235849						
ENSG00000179141						
ENSG00000173811						
ENSG00000177993		-0,085121169				
ENSG00000225427						
ENSG00000230710						
ENSG00000233349						
ENSG00000226317						
ENSG00000229578						
ENSG00000229557						
ENSG00000226240						
ENSG00000231061						
ENSG00000237879		-0,399893148				
ENSG00000228314						
ENSG00000226968						
ENSG00000230156						
ENSG00000229249						
ENSG00000225179						
ENSG00000226722						
ENSG00000258537						
ENSG00000261446						
ENSG00000223685						
ENSG00000223662						
ENSG00000223392						
ENSG00000227528						
ENSG00000223815						
ENSG00000223843						
ENSG00000226627_ENSG00000268837						
ENSG00000240198						
ENSG00000232814						
ENSG00000250218						
ENSG00000232684						
ENSG00000232490						
ENSG00000239445		-0,161361731				
ENSG00000232132						
ENSG00000236051						
ENSG00000234377						
ENSG00000227213						
ENSG00000256025						
ENSG00000224574						
ENSG00000243715						
ENSG00000226272						
ENSG00000236581						
ENSG00000241101						
ENSG00000226017		-0,45692268				
ENSG00000255867						
ENSG00000254960						
ENSG00000224805		0,194965109				
ENSG00000233672		-0,492519977				
ENSG00000236383						
ENSG00000230539						
ENSG00000230921						
ENSG00000224606_ENSG00000272026						
ENSG00000250223						
ENSG00000233602		0,291259456				
ENSG00000238262						
ENSG00000236996						
ENSG00000254049						
ENSG00000230002	-0,017357434	0,327955362	0,225393243	0,414542303	-0,143711428	0,067912102
ENSG00000232558						
ENSG00000233496						
ENSG00000072134		-0,331390487				
ENSG00000225623						
ENSG00000253187						
ENSG00000233756						
ENSG00000223941						
ENSG00000237738						
ENSG00000231948		-0,571354775				
ENSG00000232082		0,044310557				
ENSG00000249553						
ENSG00000230148						
ENSG00000250451	0,390710696	1,594476789	0,542067222	0,666326178	-0,009485108	0,533909346
ENSG00000250133						
ENSG00000249641	0,063690217	-0,349576422	0,099440589	-0,300196824	0,039174402	-0,160838289
ENSG00000256721						
ENSG00000249885						
ENSG00000227248						
ENSG00000235285						
ENSG00000233303						
ENSG00000249310_ENSG00000262679						
ENSG00000249348	-0,211331766	-0,024654464	0,087736553	0,27943845	0,039155652	0,024581296
ENSG00000234650						
ENSG00000233009		-0,389486132				
ENSG00000258609						
ENSG00000224257						
ENSG00000226846						
ENSG00000236242						
ENSG00000255733						
ENSG00000232455						
ENSG00000240012						
ENSG00000231814						
ENSG00000259104						
ENSG00000206888						
ENSG00000243406	-0,288721862	0,066421458	0,384412951	0,237663362	0,037255989	0,148102903
ENSG00000243300						
ENSG00000231265						
ENSG00000173338		-0,188867056				
ENSG00000140937	0,005961642	0,131002328	0,195518864	0,095230323	-0,034712947	-0,113836725
ENSG00000111962	0,083271807	0,094141564	0,0150937	-0,14295497	0,043224467	-0,053027045
ENSG00000162704	-0,007656402	0,069653191	0,113237811	0,108985416	-0,033490269	-0,134004587
ENSG00000111229	-0,100081893	0,060436909	-0,030354316	0,025378286	-0,071121837	-0,080138652
ENSG00000130429	0,149643823	0,19345783	0,241634993	0,027712539	0,364807642	0,287911232
ENSG00000115091	-0,027908814	0,000326143	-0,052407411	0,066377799	-0,09118533	-0,076481197
ENSG00000138071	-0,063965362	0,111411376	-0,026811475	0,100690157	-0,163276651	-0,137520392
ENSG00000168785	0,004742113	-0,006757247	0,001107305	-0,049174085	0,039305342	0,106949543
ENSG00000140391	0,118214213	0,161967609	0,100775363	0,105819108	-0,023919431	-0,142116744
ENSG00000238198		-0,623693566				
ENSG00000236866						
ENSG00000243220						
ENSG00000215162						
ENSG00000259107						
ENSG00000245954						
ENSG00000204277		0,326190364				
ENSG00000267432		-0,583947524				
ENSG00000267654	-0,104263156	-0,537224074	-0,211044666	-0,1559782	-0,00801223	0,022400982
ENSG00000249650						
ENSG00000253549		-1,648424788				
ENSG00000267551						
ENSG00000260896	-0,163238063	-0,713254709	0,003406574	0,359755128	0,332063396	0,370981429
ENSG00000226824	-0,670025558	0,499755207	0,042030335	0,103187865	0,203568966	0,217531101
ENSG00000243150						
ENSG00000196987_ENSG00000269655						
ENSG00000224186		0,368762716				
ENSG00000242512						
ENSG00000259417						
ENSG00000231249		0,259054076				
ENSG00000233013						
ENSG00000243536_ENSG00000263482						
ENSG00000271086						
ENSG00000227403	-0,101645155	-0,068518684	0,031224976	0,172759913	0,00523747	0,064078608
ENSG00000204844						
ENSG00000228037						
ENSG00000234229	-0,178785885	0,587044635	0,892302767	0,13988706	0,505064226	0,423533022
ENSG00000233570						
ENSG00000231106	0,036955093	0,550164339	0,231282445	0,210744306	-0,227475586	-0,264622437
ENSG00000228971						
ENSG00000249436						
ENSG00000215046_ENSG00000215029_ENSG00000268029						
ENSG00000234707						
ENSG00000267779						
ENSG00000260440						
ENSG00000256732						
ENSG00000256551						
ENSG00000072195		0,222804576				
ENSG00000250392						
ENSG00000215866	-0,072514074	-0,505520672	0,277814969	-0,657432732	-0,064571768	-0,068758915
ENSG00000259482						
ENSG00000227145		0,459018498				
ENSG00000151651	-0,476819496	0,815218995	0,157599117	-0,049801618	0,52463727	0,668529429
ENSG00000154162	-0,022773445	0,313441811	0,30125708	0,346593704	0,199939611	-0,140536342
ENSG00000134198	-0,039648316	-0,357936485	-0,137690107	-0,035062761	0,026702484	0,059808719
ENSG00000095906	0,175543602	0,113032045	0,228631543	0,053038947	0,413421932	0,619219317
ENSG00000123297	-0,019879425	-0,114707843	0,041473575	-0,044603655	0,01116419	0,054172117
ENSG00000117472	-0,067049027	0,932533005	0,694497635	0,606878312	0,385550886	0,033963694
ENSG00000108179	0,043528009	-0,174488416	-0,050367551	-0,198831013	0,018449137	0,163597116
ENSG00000153666_ENSG00000186399						
ENSG00000268655						
ENSG00000175215	0,152838387	0,275351683	0,138355831	0,017061521	0,007937554	-0,029761402
ENSG00000229522						
ENSG00000230525						
ENSG00000228857						
ENSG00000214029	-0,033262636	-0,339962848	0,07005858	0,117802127	-0,00451011	-0,135454228
ENSG00000234753	-0,194887755	0,339734977	-0,219801793	-0,209016024	-0,089151397	0,240384113
ENSG00000228799						
ENSG00000249241						
ENSG00000266278	-0,049184707	0,524884803	-0,125506006	0,019686151	-0,529635182	-0,17488343
ENSG00000236819						
ENSG00000226381	0,005938474	0,061011199	-0,030222855	-0,059040435	-0,079257781	0,061076912
ENSG00000137394_ENSG00000237703_ENSG00000227472_ENSG00000235025_ENSG00000204613_ENSG00000229346_ENSG00000229381_ENSG00000237192						
ENSG00000163466	-0,005769909	0,001470906	-0,018484506	-0,011889392	-0,008190037	-0,068388469
ENSG00000101049		0,302049348				
ENSG00000235180	-0,329167915	-0,127525052	0,419919892	0,529147593	0,223667821	0,567223631
ENSG00000257585						
ENSG00000263400						
ENSG00000113522	-0,270092022	-0,014798353	-0,100700511	0,090652364	-0,092495889	-0,040207375
ENSG00000112984	-0,052543385	0,037802209	0,026284277	-0,009565165	-0,070062384	-0,137312505
ENSG00000138073	0,036314315	-0,027352592	-0,073001273	-0,229658158	0,014454601	0,083118316
ENSG00000110422	-0,029046939	0,070761546	0,010652393	0,06047966	-0,072442781	-0,123306294
ENSG00000268754						
ENSG00000213500						
ENSG00000169018	-0,121418768	0,105405923	-0,033930942	0,112456467	-0,126817165	-0,120297062
ENSG00000132464		-0,038352146				
ENSG00000272395						
ENSG00000140945	-0,160750482	-0,179946263	-0,055582705	-0,11298722	0,040196066	0,006844838
ENSG00000115073	0,162452925	-0,034585325	-0,063003992	-0,149330198	0,008166493	0,057477962
ENSG00000138107	0,014302678	-0,069648729	-0,015019635	-0,079025153	-0,013835583	-0,042982794
ENSG00000188042	0,032338167	0,585784142	0,133563732	0,010064842	-0,006590044	-0,083380795
ENSG00000122644	-0,146480696	0,075449114	-0,063510842	0,060654419	-0,101743072	-0,052975288
ENSG00000240567						
ENSG00000172575	0,137910524	-0,230911517	0,322245909	0,060745694	0,140828717	0,115383732
ENSG00000100246	0,058408152	0,089535042	0,125272863	-0,069476907	0,065929775	0,17635692
ENSG00000006194	0,042704897	0,012615997	-0,011906652	0,003656116	-0,06407869	0,045630053
ENSG00000138095	-0,074673379	-0,098440524	-0,066077191	0,051566472	-0,089147881	0,015409672
ENSG00000073910	-0,211545041	0,966153355	0,443622401	0,248663286	0,116830632	-0,120910447
ENSG00000129910	-0,082914781	0,52963619	0,606961631	0,415490522	0,760707472	0,208573021
ENSG00000143870	0,061874571	0,254021137	0,129581558	0,081658161	-0,037753498	-0,088109384
ENSG00000126602	0,000881915	-0,120151625	-0,104524684	-0,189988745	0,133046397	0,245650655
ENSG00000123240	-0,047632058	0,092320346	-0,124488086	-0,026038203	-0,04679872	-0,065245343
ENSG00000185825_ENSG00000267977	0,139769354	-0,029798166	-0,100772372	-0,136434043	-0,082363921	0,033538681
ENSG00000238793						
ENSG00000105835	-0,088489491	-0,026767474	-0,037819307	0,106385373	-0,0735761	-0,095399946
ENSG00000142789						
ENSG00000015153	-0,066398436	0,012887436	-0,044367277	-0,045049	-0,154379309	-0,089851879
ENSG00000101246	0,174815583	-0,269040494	0,205117976	0,148594353	0,383044446	0,326267451
ENSG00000166589						
ENSG00000141232	-0,10938541	0,289320389	0,284657225	0,194317596	0,10254183	-0,115040136
ENSG00000234854						
ENSG00000255494						
ENSG00000233893						
ENSG00000253559		0,025860791				
ENSG00000229873						
ENSG00000082929						
ENSG00000270673		-0,318700057				
ENSG00000263878						
ENSG00000224699	-0,046301966	-0,274929703	-0,580101166	-0,375352715	-0,473130608	-0,183069111
ENSG00000233409						
ENSG00000251173						
ENSG00000230266						
ENSG00000235848						
ENSG00000251620						
ENSG00000127914	-0,539422721	0,15127657	0,121080868	0,259264278	-0,00035066	-0,098054361
ENSG00000166509		2,228290095				
ENSG00000138640	0,002868919	0,142636709	-0,024714178	-0,056302154	-0,16675891	-0,133559683
ENSG00000145907	-0,008649854	-0,00927791	-0,046293064	0,025199057	-0,10745558	-0,084143877
ENSG00000064607	0,001919762	-0,024094415	-0,049539325	-0,012322763	-0,00320702	0,037616462
ENSG00000105246	0,089602689	0,004024908	-0,094635424	-0,406464324	0,342423083	0,167078977
ENSG00000173698	0,132032131	0,058388243	-0,258225773	-0,090719633	0,059771508	-0,238048333
ENSG00000079112						
ENSG00000139793	-0,121618742	0,332286244	0,086953965	0,061890329	-0,095167385	-0,207415023
ENSG00000226790						
ENSG00000138443	0,017996439	0,173077277	0,062515537	0,067350663	-0,066472136	-0,143669416
ENSG00000115816	-0,130259309	-0,109850655	-0,233604431	-0,008616183	-0,16319586	-0,005581056
ENSG00000136040	0,046548034	0,132493922	0,040239243	-0,0446199	-0,092724918	-0,374433339
ENSG00000130726	0,086537177	-0,108006154	-0,053889825	-0,169483392	0,065194916	0,108120098
ENSG00000244184		-0,451704497				
ENSG00000008311	-0,15500265	0,389291163	0,267305198	0,199990998	-0,039702426	-0,076338423
ENSG00000162366		-0,399893148				
ENSG00000182220	0,065008713	0,068269566	0,081018872	0,135463053	-0,135019375	-0,118951163
ENSG00000145526	-0,217196566	0,044340057	0,112371796	0,130517291	0,063425953	-0,045480036
ENSG00000152767	-0,023518954	-0,072301042	0,01824783	-0,051835746	-0,068275801	-0,015166533
ENSG00000139679						
ENSG00000111684_ENSG00000268829	-0,015297968	0,122385622	0,096071946	-0,113281969	0,120374111	0,032208713
ENSG00000158195	0,100526215	-0,005564991	-0,111266366	-0,104183781	-0,030212465	0,024649747
ENSG00000140835	-0,200170588	-0,133816485	-0,106326067	-0,555258295	0,105571438	-0,097418068
ENSG00000004864	0,025542298	0,029931806	0,040533637	0,006271221	-0,011809208	-0,098063568
ENSG00000269235						
ENSG00000186448	-0,188624423	0,200878772	-0,048675748	0,016904861	-0,167671199	-0,274780039
ENSG00000123374	0,036786826	-0,091391689	-0,007212434	0,005400082	0,02584969	-0,031520361
ENSG00000073737		0,033060028				
ENSG00000120158	0,022223448	-0,097584563	-0,066778432	-0,011555127	0,006490209	0,098940875
ENSG00000152454	-0,108140413	-0,021640842	0,196947983	-0,002062798	-0,018313403	-0,25972897
ENSG00000120896	0,06124949	-0,15558626	0,063244983	-0,084243434	0,254690607	0,309745445
ENSG00000100528	-0,11168538	-0,091517523	0,047312833	0,179007005	-0,122676778	-0,045041039
ENSG00000260942	0,144529471	0,366191943	-0,0491415	-0,100465179	0,0329998	-0,301121811
ENSG00000009694	-0,446094959	0,215566175	0,468789433	0,42019062	0,126340556	-0,251587474
ENSG00000076053	-0,121883769	-0,049861479	-0,145039446	0,101953821	-0,079713266	-0,106813485
ENSG00000004534	-0,080299318	0,188023463	0,020521366	0,044836637	-0,067810106	-0,090505738
ENSG00000187600						
ENSG00000249395	-0,169035708	-0,044296405	0,231288673	0,416206881	0,246345749	0,190024701
ENSG00000003756	-0,011058801	0,032444227	0,006442802	0,02287125	-0,057968491	-0,08314324
ENSG00000145685	0,02386706	0,034323993	0,045523222	0,127958258	-0,020550375	0,051743623
ENSG00000183722	0,085072522	0,160513659	-0,057542226	0,115855523	-0,049408659	0,040066754
ENSG00000224722		-0,898014486				
ENSG00000061938	0,191216857	0,391486082	0,293791166	0,05191384	0,300310144	0,280289389
ENSG00000183684	0,019308125	-0,180050425	-0,014656308	-0,074242473	0,162575522	0,186486601
ENSG00000135446	0,068253352	-0,10050519	-0,038405415	-0,130439004	0,017932525	0,092324584
ENSG00000115514	-0,117905346	0,130245989	0,013756227	0,159423444	-0,166995668	-0,165090002
ENSG00000228265	-0,221123945	-0,054937958	-0,205521503	-0,14600378	-0,088961971	-0,005526303
ENSG00000226759						
ENSG00000253967						
ENSG00000262686						
ENSG00000236466						
ENSG00000240922		-0,158390848				
ENSG00000249911						
ENSG00000234452						
ENSG00000253726						
ENSG00000214432		-0,51984938				
ENSG00000234350		0,655029413				
ENSG00000226159						
ENSG00000250295						
ENSG00000258551						
ENSG00000225249						
ENSG00000257285						
ENSG00000271334		-0,717629852				
ENSG00000231185						
ENSG00000236373						
ENSG00000232729		0,326190364				
ENSG00000231816						
ENSG00000260338						
ENSG00000226203						
ENSG00000225730						
ENSG00000237181	0,116420754	0,571932447	-0,105345239	0,243655593	-0,059680194	0,525027407
ENSG00000231252						
ENSG00000231031						
ENSG00000230317_ENSG00000269413						
ENSG00000254300		-0,457395071				
ENSG00000232907		0,504078712				
ENSG00000267750	0,071078958	0,631858715	-0,027056559	0,183044431	-0,19114479	-0,652048444
ENSG00000254266						
ENSG00000250772						
ENSG00000234506						
ENSG00000266979						
ENSG00000235122						
ENSG00000229043	0,082308703	-0,257990043	0,037548067	0,094299767	0,00729772	0,040048008
ENSG00000251076						
ENSG00000223960	-0,067551836	0,514671208	0,204165715	0,278245082	-0,211317664	-0,115204578
ENSG00000223949						
ENSG00000249328		0,94632582				
ENSG00000234690	0,345299134	0,716128049	0,10341459	-0,200776129	-0,321348908	-0,010364631
ENSG00000226707						
ENSG00000232913						
ENSG00000233360		-0,71158568				
ENSG00000266413						
ENSG00000257510						
ENSG00000257845						
ENSG00000272138		-0,583875152				
ENSG00000245870						
ENSG00000248464						
ENSG00000257612		-0,130302541				
ENSG00000228689						
ENSG00000226891						
ENSG00000261083						
ENSG00000249035						
ENSG00000249249						
ENSG00000260281						
ENSG00000241316		0,688475904				
ENSG00000259724						
ENSG00000254226						
ENSG00000226648		0,77245414				
ENSG00000255433_ENSG00000263059						
ENSG00000244215						
ENSG00000250365						
ENSG00000236081						
